,案號,區域,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%)
0,第9案,彰化縣田尾鄉,9767,2733,12500,1114,13614,23179,58.73%,42.14%
0,第9案,彰化縣埤頭鄉,9747,2585,12332,1576,13908,25677,54.17%,37.96%
0,第9案,彰化縣芳苑鄉,9721,2873,12594,1607,14201,29291,48.48%,33.19%
0,第9案,彰化縣大城鄉,3812,1159,4971,633,5604,14713,38.09%,25.91%
0,第9案,彰化縣竹塘鄉,4563,1487,6050,772,6822,12821,53.21%,35.59%
0,第9案,彰化縣溪州鄉,8840,2710,11550,1308,12858,25405,50.61%,34.8%
0,第9案,南投縣,178955,46704,225659,18796,244455,427089,57.24%,41.9%
0,第9案,南投縣南投市,38111,9402,47513,3138,50651,84328,60.06%,45.19%
0,第9案,南投縣埔里鎮,29122,7155,36277,2927,39204,68763,57.01%,42.35%
0,第9案,南投縣草屯鎮,35644,9073,44717,2943,47660,82922,57.48%,42.98%
0,第9案,南投縣竹山鎮,18660,4928,23588,2221,25809,47034,54.87%,39.67%
0,第9案,南投縣集集鎮,3923,1084,5007,526,5533,9611,57.57%,40.82%
0,第9案,南投縣名間鄉,14150,3930,18080,1870,19950,33408,59.72%,42.36%
0,第9案,南投縣鹿谷鄉,6158,1620,7778,737,8515,15941,53.42%,38.63%
0,第9案,南投縣中寮鄉,5406,1473,6879,735,7614,13181,57.76%,41.01%
0,第9案,南投縣魚池鄉,5432,1494,6926,632,7558,13958,54.15%,38.92%
0,第9案,南投縣國姓鄉,6677,1824,8501,784,9285,16597,55.94%,40.23%
0,第9案,南投縣水里鄉,6143,1693,7836,693,8529,15458,55.18%,39.74%
0,第9案,南投縣信義鄉,4802,1623,6425,1071,7496,13299,56.37%,36.11%
0,第9案,南投縣仁愛鄉,4727,1405,6132,519,6651,12589,52.83%,37.55%
0,第9案,雲林縣,205923,61421,267344,29764,297108,584480,50.83%,35.23%
0,第9案,雲林縣斗六市,37857,9790,47647,3219,50866,89761,56.67%,42.18%
0,第9案,雲林縣斗南鎮,15189,4288,19477,1835,21312,38138,55.88%,39.83%
0,第9案,雲林縣虎尾鎮,22054,6123,28177,2270,30447,58167,52.34%,37.91%
0,第9案,雲林縣西螺鎮,13877,4030,17907,2025,19932,38142,52.26%,36.38%
0,第9案,雲林縣土庫鎮,8494,2672,11166,1471,12637,24412,51.77%,34.79%
0,第9案,雲林縣北港鎮,12419,3822,16241,2050,18291,33958,53.86%,36.57%
0,第9案,雲林縣古坑鄉,9837,2928,12765,1454,14219,27477,51.75%,35.8%
0,第9案,雲林縣大埤鄉,5545,2021,7566,839,8405,16509,50.91%,33.59%
0,第9案,雲林縣莿桐鄉,8760,3042,11802,1627,13429,24570,54.66%,35.65%
0,第9案,雲林縣林內鄉,5885,1800,7685,1061,8746,15551,56.24%,37.84%
0,第9案,雲林縣二崙鄉,7059,2495,9554,1370,10924,23367,46.75%,30.21%
0,第9案,雲林縣崙背鄉,6828,2094,8922,1095,10017,21050,47.59%,32.44%
0,第9案,雲林縣麥寮鄉,12612,3512,16124,1876,18000,37119,48.49%,33.98%
0,第9案,雲林縣東勢鄉,4284,1330,5614,843,6457,13239,48.77%,32.36%
0,第9案,雲林縣褒忠鄉,3848,1298,5146,550,5696,11381,50.05%,33.81%
0,第9案,雲林縣臺西鄉,6431,1833,8264,1227,9491,21125,44.93%,30.44%
0,第9案,雲林縣元長鄉,6209,2193,8402,1168,9570,22830,41.92%,27.2%
0,第9案,雲林縣四湖鄉,5308,1658,6966,1030,7996,20983,38.11%,25.3%
0,第9案,雲林縣口湖鄉,7175,2418,9593,1543,11136,24193,46.03%,29.66%
0,第9案,雲林縣水林鄉,6252,2074,8326,1211,9537,22508,42.37%,27.78%
0,第9案,嘉義縣,149984,47427,197411,22181,219592,442775,49.59%,33.87%
0,第9案,嘉義縣太保市,11386,3585,14971,1457,16428,31568,52.04%,36.07%
0,第9案,嘉義縣朴子市,12495,3747,16242,1655,17897,35191,50.86%,35.51%
0,第9案,嘉義縣布袋鎮,7715,2385,10100,1333,11433,23965,47.71%,32.19%
0,第9案,嘉義縣大林鎮,9524,2915,12439,1139,13578,26922,50.43%,35.38%
0,第9案,嘉義縣民雄鄉,22263,7199,29462,3013,32475,61209,53.06%,36.37%
0,第9案,嘉義縣溪口鄉,4264,1472,5736,724,6460,13105,49.29%,32.54%
0,第9案,嘉義縣新港鄉,9650,3135,12785,1652,14437,27342,52.8%,35.29%
0,第9案,嘉義縣六腳鄉,5627,1792,7419,954,8373,20821,40.21%,27.03%
0,第9案,嘉義縣東石鄉,5321,1829,7150,1256,8406,21915,38.36%,24.28%
0,第9案,嘉義縣義竹鄉,5589,1748,7337,920,8257,16647,49.6%,33.57%
0,第9案,嘉義縣鹿草鄉,4178,1371,5549,951,6500,13937,46.64%,29.98%
0,第9案,嘉義縣水上鄉,15484,5157,20641,2221,22862,43857,52.13%,35.31%
0,第9案,嘉義縣中埔鄉,12424,3869,16293,1632,17925,39139,45.8%,31.74%
0,第9案,嘉義縣竹崎鄉,10766,3339,14105,1485,15590,31228,49.92%,34.48%
0,第9案,嘉義縣梅山鄉,6323,1919,8242,1001,9243,17083,54.11%,37.01%
0,第9案,嘉義縣番路鄉,3930,1119,5049,520,5569,10156,54.83%,38.7%
0,第9案,嘉義縣大埔鄉,1505,446,1951,163,2114,3999,52.86%,37.63%
0,第9案,嘉義縣阿里山鄉,1540,400,1940,105,2045,4691,43.59%,32.83%
0,第9案,屏東縣,248756,79806,328562,34063,362625,711720,50.95%,34.95%
0,第9案,屏東縣屏東市,64458,18343,82801,5695,88496,170148,52.01%,37.88%
0,第9案,屏東縣潮州鎮,16646,5232,21878,1897,23775,46444,51.19%,35.84%
0,第9案,屏東縣東港鎮,13808,4617,18425,2364,20789,39495,52.64%,34.96%
0,第9案,屏東縣恆春鎮,8238,2668,10906,894,11800,25661,45.98%,32.1%
0,第9案,屏東縣萬丹鄉,15318,5129,20447,2282,22729,43478,52.28%,35.23%
0,第9案,屏東縣長治鄉,9495,3250,12745,1553,14298,26256,54.46%,36.16%
0,第9案,屏東縣麟洛鄉,3938,1208,5146,423,5569,9970,55.86%,39.5%
0,第9案,屏東縣九如鄉,6789,2253,9042,1276,10318,19132,53.93%,35.49%
0,第9案,屏東縣里港鄉,7828,2811,10639,1417,12056,22128,54.48%,35.38%
0,第9案,屏東縣鹽埔鄉,7682,2584,10266,1126,11392,22402,50.85%,34.29%
0,第9案,屏東縣高樹鄉,6606,2450,9056,1304,10360,21697,47.75%,30.45%
0,第9案,屏東縣萬巒鄉,5851,2028,7879,1026,8905,17945,49.62%,32.61%
0,第9案,屏東縣內埔鄉,15290,4786,20076,1864,21940,47558,46.13%,32.15%
0,第9案,屏東縣竹田鄉,5870,2003,7873,909,8782,15353,57.2%,38.23%
0,第9案,屏東縣新埤鄉,2922,1058,3980,490,4470,9033,49.49%,32.35%
0,第9案,屏東縣枋寮鄉,7274,2544,9818,1418,11236,21394,52.52%,34%
0,第9案,屏東縣新園鄉,10271,3619,13890,1967,15857,30706,51.64%,33.45%
0,第9案,屏東縣崁頂鄉,4264,1436,5700,588,6288,12270,51.25%,34.75%
0,第9案,屏東縣林邊鄉,5595,1994,7589,1007,8596,15691,54.78%,35.66%
0,第9案,屏東縣南州鄉,3287,1090,4377,571,4948,9479,52.2%,34.68%
0,第9案,屏東縣佳冬鄉,5642,1673,7315,1050,8365,17063,49.02%,33.07%
0,第9案,屏東縣琉球鄉,2928,867,3795,552,4347,10706,40.6%,27.35%
0,第9案,屏東縣車城鄉,1997,728,2725,297,3022,7595,39.79%,26.29%
0,第9案,屏東縣滿州鄉,2125,650,2775,219,2994,7206,41.55%,29.49%
0,第9案,屏東縣枋山鄉,1577,577,2154,247,2401,4856,49.44%,32.48%
0,第9案,屏東縣三地門鄉,2114,776,2890,296,3186,6373,49.99%,33.17%
0,第9案,屏東縣霧臺鄉,1077,381,1458,112,1570,2950,53.22%,36.51%
0,第9案,屏東縣瑪家鄉,2264,780,3044,235,3279,5663,57.9%,39.98%
0,第9案,屏東縣泰武鄉,1771,611,2382,318,2700,4344,62.15%,40.77%
0,第9案,屏東縣來義鄉,2515,662,3177,389,3566,6257,56.99%,40.19%
0,第9案,屏東縣春日鄉,719,261,980,48,1028,3923,26.2%,18.33%
0,第9案,屏東縣獅子鄉,1346,367,1713,121,1834,4230,43.36%,31.82%
0,第9案,屏東縣牡丹鄉,1251,370,1621,108,1729,4314,40.08%,29%
0,第9案,宜蘭縣,149047,45210,194257,17663,211920,386089,54.89%,38.6%
0,第9案,宜蘭縣宜蘭市,32123,9145,41268,3184,44452,79167,56.15%,40.58%
0,第9案,宜蘭縣羅東鎮,23633,7130,30763,2324,33087,57686,57.36%,40.97%
0,第9案,宜蘭縣蘇澳鎮,13047,4165,17212,1971,19183,34512,55.58%,37.8%
0,第9案,宜蘭縣頭城鎮,9379,3000,12379,1381,13760,25135,54.74%,37.31%
0,第9案,宜蘭縣礁溪鄉,11637,3652,15289,1324,16613,31084,53.45%,37.44%
0,第9案,宜蘭縣壯圍鄉,8267,2706,10973,1259,12232,21447,57.03%,38.55%
0,第9案,宜蘭縣員山鄉,10227,3218,13445,1551,14996,28131,53.31%,36.35%
0,第9案,宜蘭縣冬山鄉,17337,5095,22432,1730,24162,45405,53.21%,38.18%
0,第9案,宜蘭縣五結鄉,13187,3935,17122,1445,18567,34892,53.21%,37.79%
0,第9案,宜蘭縣三星鄉,6720,2202,8922,991,9913,19051,52.03%,35.27%
0,第9案,宜蘭縣大同鄉,1552,486,2038,285,2323,4935,47.07%,31.45%
0,第9案,宜蘭縣南澳鄉,1938,476,2414,218,2632,4644,56.68%,41.73%
0,第9案,花蓮縣,104326,28174,132500,11987,144487,278059,51.96%,37.52%
0,第9案,花蓮縣花蓮市,34380,8293,42673,2728,45401,84807,53.53%,40.54%
0,第9案,花蓮縣鳳林鎮,3785,953,4738,555,5293,9676,54.7%,39.12%
0,第9案,花蓮縣玉里鎮,6471,1980,8451,1232,9683,20650,46.89%,31.34%
0,第9案,花蓮縣新城鄉,6577,1897,8474,685,9159,17029,53.78%,38.62%
0,第9案,花蓮縣吉安鄉,28426,6905,35331,2503,37834,72116,52.46%,39.42%
0,第9案,花蓮縣壽豐鄉,5961,1919,7880,861,8741,15847,55.16%,37.62%
0,第9案,花蓮縣光復鄉,3869,1206,5075,741,5816,11417,50.94%,33.89%
0,第9案,花蓮縣豐濱鄉,1129,456,1585,302,1887,4395,42.94%,25.69%
0,第9案,花蓮縣瑞穗鄉,3418,1003,4421,601,5022,10279,48.86%,33.25%
0,第9案,花蓮縣富里鄉,2681,890,3571,547,4118,9065,45.43%,29.58%
0,第9案,花蓮縣秀林鄉,4080,1398,5478,550,6028,12562,47.99%,32.48%
0,第9案,花蓮縣萬榮鄉,1748,734,2482,344,2826,5269,53.63%,33.18%
0,第9案,花蓮縣卓溪鄉,1801,540,2341,338,2679,4947,54.15%,36.41%
0,第9案,臺東縣,65154,19668,84822,9028,93850,185996,50.46%,35.03%
0,第9案,臺東縣臺東市,34398,9425,43823,3431,47254,87803,53.82%,39.18%
0,第9案,臺東縣成功鎮,4034,1197,5231,846,6077,12426,48.91%,32.46%
0,第9案,臺東縣關山鎮,2664,750,3414,259,3673,7509,48.91%,35.48%
0,第9案,臺東縣卑南鄉,5260,1677,6937,840,7777,14976,51.93%,35.12%
0,第9案,臺東縣鹿野鄉,2037,707,2744,342,3086,6936,44.49%,29.37%
0,第9案,臺東縣池上鄉,2180,719,2899,342,3241,7162,45.25%,30.44%
0,第9案,臺東縣東河鄉,2037,739,2776,424,3200,7635,41.91%,26.68%
0,第9案,臺東縣長濱鄉,1578,567,2145,448,2593,6484,39.99%,24.34%
0,第9案,臺東縣太麻里鄉,3009,1008,4017,545,4562,9666,47.2%,31.13%
0,第9案,臺東縣大武鄉,1563,565,2128,543,2671,5266,50.72%,29.68%
0,第9案,臺東縣綠島鄉,1139,317,1456,92,1548,3579,43.25%,31.82%
0,第9案,臺東縣海端鄉,1102,424,1526,206,1732,3278,52.84%,33.62%
0,第9案,臺東縣延平鄉,979,346,1325,186,1511,2930,51.57%,33.41%
0,第9案,臺東縣金峰鄉,1011,396,1407,210,1617,3028,53.4%,33.39%
0,第9案,臺東縣達仁鄉,1191,388,1579,186,1765,3137,56.26%,37.97%
0,第9案,臺東縣蘭嶼鄉,972,443,1415,128,1543,4181,36.91%,23.25%
0,第9案,澎湖縣,28923,7616,36539,3443,39982,90405,44.23%,31.99%
0,第9案,澎湖縣馬公市,19190,4770,23960,1889,25849,53655,48.18%,35.77%
0,第9案,澎湖縣湖西鄉,3895,988,4883,469,5352,12741,42.01%,30.57%
