,案號,區域,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%)
0,第7案,宜蘭縣壯圍鄉,8549,2410,10959,1263,12222,21447,56.99%,39.86%
0,第7案,宜蘭縣員山鄉,10584,2958,13542,1477,15019,28131,53.39%,37.62%
0,第7案,宜蘭縣冬山鄉,17752,4886,22638,1528,24166,45405,53.22%,39.1%
0,第7案,宜蘭縣五結鄉,13493,3720,17213,1321,18534,34892,53.12%,38.67%
0,第7案,宜蘭縣三星鄉,6988,2021,9009,924,9933,19051,52.14%,36.68%
0,第7案,宜蘭縣大同鄉,1644,443,2087,240,2327,4935,47.15%,33.31%
0,第7案,宜蘭縣南澳鄉,2007,429,2436,203,2639,4644,56.83%,43.22%
0,第7案,花蓮縣,108373,25734,134107,10391,144498,278059,51.97%,38.97%
0,第7案,花蓮縣花蓮市,35174,7825,42999,2424,45423,84807,53.56%,41.48%
0,第7案,花蓮縣鳳林鎮,3909,897,4806,493,5299,9676,54.76%,40.4%
0,第7案,花蓮縣玉里鎮,6862,1752,8614,1061,9675,20650,46.85%,33.23%
0,第7案,花蓮縣新城鄉,6963,1575,8538,621,9159,17029,53.78%,40.89%
0,第7案,花蓮縣吉安鄉,29187,6603,35790,2064,37854,72116,52.49%,40.47%
0,第7案,花蓮縣壽豐鄉,6262,1724,7986,746,8732,15847,55.1%,39.52%
0,第7案,花蓮縣光復鄉,4079,1077,5156,659,5815,11417,50.93%,35.73%
0,第7案,花蓮縣豐濱鄉,1236,386,1622,276,1898,4395,43.19%,28.12%
0,第7案,花蓮縣瑞穗鄉,3616,910,4526,493,5019,10279,48.83%,35.18%
0,第7案,花蓮縣富里鄉,2909,736,3645,470,4115,9065,45.39%,32.09%
0,第7案,花蓮縣秀林鄉,4415,1109,5524,477,6001,12562,47.77%,35.15%
0,第7案,花蓮縣萬榮鄉,1872,625,2497,331,2828,5269,53.67%,35.53%
0,第7案,花蓮縣卓溪鄉,1889,515,2404,276,2680,4947,54.17%,38.18%
0,第7案,臺東縣,67881,17418,85299,8509,93808,185996,50.44%,36.5%
0,第7案,臺東縣臺東市,35634,8420,44054,3184,47238,87803,53.8%,40.58%
0,第7案,臺東縣成功鎮,4157,1106,5263,802,6065,12426,48.81%,33.45%
0,第7案,臺東縣關山鎮,2816,631,3447,232,3679,7509,48.99%,37.5%
0,第7案,臺東縣卑南鄉,5493,1478,6971,819,7790,14976,52.02%,36.68%
0,第7案,臺東縣鹿野鄉,2114,674,2788,299,3087,6936,44.51%,30.48%
0,第7案,臺東縣池上鄉,2353,585,2938,311,3249,7162,45.36%,32.85%
0,第7案,臺東縣東河鄉,2149,636,2785,421,3206,7635,41.99%,28.15%
0,第7案,臺東縣長濱鄉,1686,496,2182,409,2591,6484,39.96%,26%
0,第7案,臺東縣太麻里鄉,3129,898,4027,521,4548,9666,47.05%,32.37%
0,第7案,臺東縣大武鄉,1658,485,2143,528,2671,5266,50.72%,31.48%
0,第7案,臺東縣綠島鄉,1183,276,1459,90,1549,3579,43.28%,33.05%
0,第7案,臺東縣海端鄉,1151,383,1534,197,1731,3278,52.81%,35.11%
0,第7案,臺東縣延平鄉,1008,311,1319,190,1509,2930,51.5%,34.4%
0,第7案,臺東縣金峰鄉,1090,318,1408,205,1613,3028,53.27%,36%
0,第7案,臺東縣達仁鄉,1240,337,1577,188,1765,3137,56.26%,39.53%
0,第7案,臺東縣蘭嶼鄉,1020,384,1404,113,1517,4181,36.28%,24.4%
0,第7案,澎湖縣,29508,7117,36625,3289,39914,90405,44.15%,32.64%
0,第7案,澎湖縣馬公市,19408,4608,24016,1799,25815,53655,48.11%,36.17%
0,第7案,澎湖縣湖西鄉,3956,930,4886,459,5345,12741,41.95%,31.05%
0,第7案,澎湖縣白沙鄉,2535,688,3223,366,3589,8625,41.61%,29.39%
0,第7案,澎湖縣西嶼鄉,1641,409,2050,367,2417,7382,32.74%,22.23%
0,第7案,澎湖縣望安鄉,1256,302,1558,196,1754,4628,37.9%,27.14%
0,第7案,澎湖縣七美鄉,712,180,892,102,994,3374,29.46%,21.1%
0,第7案,金門縣,35436,6045,41481,2336,43817,122695,35.71%,28.88%
0,第7案,金門縣金城鎮,10725,1824,12549,634,13183,37815,34.86%,28.36%
0,第7案,金門縣金沙鎮,5261,868,6129,431,6560,18560,35.34%,28.35%
0,第7案,金門縣金湖鎮,7615,1324,8939,545,9484,25915,36.6%,29.38%
0,第7案,金門縣金寧鄉,8151,1507,9658,503,10161,28162,36.08%,28.94%
0,第7案,金門縣烈嶼鄉,3546,506,4052,212,4264,11676,36.52%,30.37%
0,第7案,金門縣烏坵鄉,138,16,154,11,165,567,29.1%,24.34%
0,第7案,連江縣,4843,655,5498,235,5733,11205,51.16%,43.22%
0,第7案,連江縣南竿鄉,2773,367,3140,133,3273,6461,50.66%,42.92%
0,第7案,連江縣北竿鄉,914,141,1055,47,1102,2125,51.86%,43.01%
0,第7案,連江縣莒光鄉,644,95,739,40,779,1481,52.6%,43.48%
0,第7案,連江縣東引鄉,512,52,564,15,579,1138,50.88%,44.99%
0,第7案,基隆市,121863,31714,153577,9450,163027,320030,50.94%,38.08%
0,第7案,基隆市中正區,15640,4183,19823,1380,21203,45545,46.55%,34.34%
0,第7案,基隆市七堵區,17808,4870,22678,1506,24184,46256,52.28%,38.5%
0,第7案,基隆市暖暖區,13090,3210,16300,842,17142,33225,51.59%,39.4%
0,第7案,基隆市仁愛區,14062,3933,17995,1508,19503,36738,53.09%,38.28%
0,第7案,基隆市中山區,15400,4324,19724,1228,20952,41856,50.06%,36.79%
0,第7案,基隆市安樂區,27453,6944,34397,1844,36241,70396,51.48%,39%
0,第7案,基隆市信義區,18410,4250,22660,1142,23802,46014,51.73%,40.01%
0,第7案,新竹市,147391,39438,186829,9769,196598,351775,55.89%,41.9%
0,第7案,新竹市東區,69070,19030,88100,4123,92223,163757,56.32%,42.18%
0,第7案,新竹市北區,50916,13514,64430,3673,68103,123122,55.31%,41.35%
0,第7案,新竹市香山區,27405,6894,34299,1973,36272,64896,55.89%,42.23%
0,第7案,嘉義市,86276,24205,110481,7639,118120,221553,53.31%,38.94%
0,第7案,嘉義市東區,39258,11159,50417,3338,53755,100647,53.41%,39.01%
0,第7案,嘉義市西區,47018,13046,60064,4301,64365,120906,53.24%,38.89%
0,第8案,全國,7599267,2346316,9945583,823945,10769528,19757067,54.51%,38.46%
0,第8案,臺北市,892660,295984,1188644,86198,1274842,2228430,57.21%,40.06%
0,第8案,臺北市松山區,70346,22879,93225,6471,99696,169278,58.89%,41.56%
0,第8案,臺北市信義區,77960,24430,102390,6933,109323,190444,57.4%,40.94%
0,第8案,臺北市大安區,101321,33964,135285,8129,143414,252645,56.77%,40.1%
0,第8案,臺北市中山區,75659,27107,102766,7777,110543,195148,56.65%,38.77%
0,第8案,臺北市中正區,51892,17351,69243,4648,73891,128292,57.6%,40.45%
0,第8案,臺北市大同區,40451,16258,56709,5064,61773,107557,57.43%,37.61%
0,第8案,臺北市萬華區,61941,21093,83034,7357,90391,164020,55.11%,37.76%
0,第8案,臺北市文山區,98167,28002,126169,8977,135146,227211,59.48%,43.21%
0,第8案,臺北市南港區,41696,13143,54839,3544,58383,101907,57.29%,40.92%
0,第8案,臺北市內湖區,97954,30319,128273,7966,136239,236824,57.53%,41.36%
0,第8案,臺北市士林區,92720,33559,126279,10881,137160,241854,56.71%,38.34%
0,第8案,臺北市北投區,82553,27879,110432,8451,118883,213250,55.75%,38.71%
0,第8案,新北市,1300337,403443,1703780,142560,1846340,3375513,54.7%,38.52%
0,第8案,新北市板橋區,176926,59047,235973,21774,257747,463411,55.62%,38.18%
0,第8案,新北市三重區,122219,42907,165126,18008,183134,329846,55.52%,37.05%
0,第8案,新北市中和區,142856,39619,182475,13264,195739,355978,54.99%,40.13%
0,第8案,新北市永和區,80629,22072,102701,7080,109781,187798,58.46%,42.93%
0,第8案,新北市新莊區,134468,44611,179079,15707,194786,344981,56.46%,38.98%
0,第8案,新北市新店區,111123,28106,139229,9000,148229,264053,56.14%,42.08%
0,第8案,新北市樹林區,57950,18893,76843,6359,83202,152102,54.7%,38.1%
0,第8案,新北市鶯歌區,26086,8489,34575,2638,37213,71645,51.94%,36.41%
0,第8案,新北市三峽區,35036,10500,45536,3548,49084,94291,52.06%,37.16%
0,第8案,新北市淡水區,55441,16540,71981,4862,76843,147272,52.18%,37.65%
0,第8案,新北市汐止區,65487,19406,84893,6318,91211,173831,52.47%,37.67%
0,第8案,新北市瑞芳區,11838,3585,15423,1369,16792,35036,47.93%,33.79%
0,第8案,新北市土城區,76760,24004,100764,8642,109406,200783,54.49%,38.23%
0,第8案,新北市蘆洲區,60780,20753,81533,7713,89246,167457,53.29%,36.3%
0,第8案,新北市五股區,26234,8658,34892,3268,38160,72443,52.68%,36.21%
0,第8案,新北市泰山區,24980,7590,32570,2522,35092,64252,54.62%,38.88%
0,第8案,新北市林口區,34725,10463,45188,2983,48171,86203,55.88%,40.28%
0,第8案,新北市深坑區,7992,2416,10408,793,11201,20624,54.31%,38.75%
0,第8案,新北市石碇區,2232,829,3061,329,3390,6861,49.41%,32.53%
0,第8案,新北市坪林區,1957,618,2575,356,2931,5891,49.75%,33.22%
0,第8案,新北市三芝區,6742,2135,8877,788,9665,20119,48.04%,33.51%
0,第8案,新北市石門區,3696,1170,4866,563,5429,10528,51.57%,35.11%
0,第8案,新北市八里區,11981,3941,15922,1485,17407,32970,52.8%,36.34%
0,第8案,新北市平溪區,1333,447,1780,245,2025,4321,46.86%,30.85%
0,第8案,新北市雙溪區,2599,814,3413,440,3853,7999,48.17%,32.49%
0,第8案,新北市貢寮區,3171,1167,4338,466,4804,11279,42.59%,28.11%
0,第8案,新北市金山區,6535,2082,8617,943,9560,18978,50.37%,34.43%
0,第8案,新北市萬里區,6579,2039,8618,914,9532,19297,49.4%,34.09%
0,第8案,新北市烏來區,1982,542,2524,183,2707,5264,51.42%,37.65%
0,第8案,桃園市,669790,192616,862406,57577,919983,1801823,51.06%,37.17%
0,第8案,桃園市桃園區,130494,39403,169897,10996,180893,359790,50.28%,36.27%
0,第8案,桃園市中壢區,130138,34651,164789,10142,174931,334402,52.31%,38.92%
0,第8案,桃園市大溪區,28638,8815,37453,3444,40897,78285,52.24%,36.58%
0,第8案,桃園市楊梅區,51985,13752,65737,3973,69710,137917,50.54%,37.69%
0,第8案,桃園市蘆竹區,46150,14602,60752,4314,65066,129252,50.34%,35.71%
0,第8案,桃園市大園區,25568,8256,33824,2421,36245,73900,49.05%,34.6%
0,第8案,桃園市龜山區,45663,14542,60205,3969,64174,131702,48.73%,34.67%
0,第8案,桃園市八德區,59933,17095,77028,5780,82808,165065,50.17%,36.31%
0,第8案,桃園市龍潭區,40185,10399,50584,3133,53717,101574,52.88%,39.56%
0,第8案,桃園市平鎮區,71904,18993,90897,5495,96392,183560,52.51%,39.17%
0,第8案,桃園市新屋區,16095,5142,21237,1573,22810,41461,55.02%,38.82%
0,第8案,桃園市觀音區,19477,5998,25475,1935,27410,55149,49.7%,35.32%
0,第8案,桃園市復興區,3560,968,4528,402,4930,9766,50.48%,36.45%
0,第8案,臺中市,950822,273963,1224785,93034,1317819,2295642,57.41%,41.42%
0,第8案,臺中市中區,5704,1769,7473,656,8129,14696,55.31%,38.81%
0,第8案,臺中市東區,26338,8256,34594,2732,37326,64291,58.06%,40.97%
0,第8案,臺中市南區,45430,13472,58902,4366,63268,103643,61.04%,43.83%
0,第8案,臺中市西區,39299,12191,51490,3481,54971,95040,57.84%,41.35%
0,第8案,臺中市北區,50598,14519,65117,4179,69296,124621,55.61%,40.6%
0,第8案,臺中市西屯區,78086,21557,99643,6371,106014,183814,57.67%,42.48%
0,第8案,臺中市南屯區,59274,16840,76114,5177,81291,135448,60.02%,43.76%
0,第8案,臺中市北屯區,95846,25843,121689,7633,129322,227720,56.79%,42.09%
0,第8案,臺中市豐原區,58195,17585,75780,6078,81858,136658,59.9%,42.58%
0,第8案,臺中市東勢區,17561,4978,22539,2316,24855,43181,57.56%,40.67%
0,第8案,臺中市大甲區,25384,7620,33004,3018,36022,63069,57.12%,40.25%
0,第8案,臺中市清水區,29604,8760,38364,3373,41737,71528,58.35%,41.39%
0,第8案,臺中市沙鹿區,29978,8985,38963,2982,41945,74207,56.52%,40.4%
0,第8案,臺中市梧棲區,18726,5879,24605,2163,26768,47040,56.9%,39.81%
0,第8案,臺中市后里區,18679,5157,23836,2124,25960,44962,57.74%,41.54%
0,第8案,臺中市神岡區,22607,6854,29461,2490,31951,54565,58.56%,41.43%
0,第8案,臺中市潭子區,37158,10407,47565,3331,50896,89487,56.88%,41.52%
0,第8案,臺中市大雅區,32177,8781,40958,2890,43848,77189,56.81%,41.69%
0,第8案,臺中市新社區,7705,2101,9806,956,10762,20860,51.59%,36.94%
0,第8案,臺中市石岡區,5359,1555,6914,695,7609,12880,59.08%,41.61%
0,第8案,臺中市外埔區,11290,3099,14389,1294,15683,27059,57.96%,41.72%
0,第8案,臺中市大安區,6763,1921,8684,1010,9694,16520,58.68%,40.94%
0,第8案,臺中市烏日區,25559,7417,32976,2718,35694,61705,57.85%,41.42%
0,第8案,臺中市大肚區,19777,5502,25279,2139,27418,47457,57.77%,41.67%
0,第8案,臺中市龍井區,25170,7724,32894,2476,35370,63584,55.63%,39.59%
0,第8案,臺中市霧峰區,23502,6672,30174,3067,33241,55225,60.19%,42.56%
0,第8案,臺中市太平區,61930,17365,79295,6258,85553,157926,54.17%,39.21%
0,第8案,臺中市大里區,68915,20147,89062,6611,95673,171769,55.7%,40.12%
0,第8案,臺中市和平區,4208,1007,5215,450,5665,9498,59.64%,44.3%
0,第8案,臺南市,541984,188192,730176,67891,798067,1594821,50.04%,33.98%
0,第8案,臺南市新營區,22398,6951,29349,2136,31485,64949,48.48%,34.49%
0,第8案,臺南市鹽水區,6743,2449,9192,1001,10193,22121,46.08%,30.48%
0,第8案,臺南市白河區,6685,2443,9128,1081,10209,24894,41.01%,26.85%
0,第8案,臺南市柳營區,6048,1944,7992,1015,9007,18804,47.9%,32.16%
0,第8案,臺南市後壁區,5961,2055,8016,1231,9247,20841,44.37%,28.6%
0,第8案,臺南市東山區,4312,1513,5825,904,6729,18471,36.43%,23.34%
0,第8案,臺南市麻豆區,12101,4413,16514,1309,17823,37963,46.95%,31.88%
0,第8案,臺南市下營區,6324,2082,8406,1044,9450,20947,45.11%,30.19%
0,第8案,臺南市六甲區,5861,2209,8070,1018,9088,19144,47.47%,30.62%
0,第8案,臺南市官田區,5689,2207,7896,843,8739,18675,46.8%,30.46%
0,第8案,臺南市大內區,2664,835,3499,517,4016,8654,46.41%,30.78%
0,第8案,臺南市佳里區,17798,5733,23531,2249,25780,50407,51.14%,35.31%
0,第8案,臺南市學甲區,7007,2508,9515,926,10441,22567,46.27%,31.05%
0,第8案,臺南市西港區,6716,2122,8838,739,9577,21564,44.41%,31.14%
0,第8案,臺南市七股區,5675,1847,7522,899,8421,19950,42.21%,28.45%
0,第8案,臺南市將軍區,4896,1613,6509,743,7252,17754,40.85%,27.58%
0,第8案,臺南市北門區,2613,829,3442,343,3785,9925,38.14%,26.33%
0,第8案,臺南市新化區,13258,4349,17607,2058,19665,37296,52.73%,35.55%
0,第8案,臺南市善化區,13391,4901,18292,1754,20046,39950,50.18%,33.52%
0,第8案,臺南市新市區,10793,3857,14650,1357,16007,30386,52.68%,35.52%
0,第8案,臺南市安定區,9082,3227,12309,1359,13668,26104,52.36%,34.79%
0,第8案,臺南市山上區,1824,635,2459,302,2761,6511,42.41%,28.01%
0,第8案,臺南市玉井區,4041,1204,5245,549,5794,12357,46.89%,32.7%
0,第8案,臺南市楠西區,2534,745,3279,380,3659,8528,42.91%,29.71%
0,第8案,臺南市南化區,2452,783,3235,377,3612,7786,46.39%,31.49%
0,第8案,臺南市左鎮區,1219,412,1631,280,1911,4418,43.25%,27.59%
0,第8案,臺南市仁德區,23085,7505,30590,2993,33583,64632,51.96%,35.72%
0,第8案,臺南市歸仁區,20119,7113,27232,2388,29620,57387,51.61%,35.06%
0,第8案,臺南市關廟區,10370,3637,14007,1315,15322,29913,51.22%,34.67%
0,第8案,臺南市龍崎區,1137,377,1514,184,1698,3713,45.73%,30.62%
0,第8案,臺南市永康區,69493,22722,92215,7200,99415,195001,50.98%,35.64%
0,第8案,臺南市東區,56699,19840,76539,5810,82349,153359,53.7%,36.97%
0,第8案,臺南市南區,36014,13298,49312,4974,54286,108650,49.96%,33.15%
0,第8案,臺南市北區,39802,14099,53901,4263,58164,110906,52.44%,35.89%
0,第8案,臺南市安南區,54864,19800,74664,7489,82153,159654,51.46%,34.36%
0,第8案,臺南市安平區,19061,6603,25664,1803,27467,55379,49.6%,34.42%
0,第8案,臺南市中西區,23255,9332,32587,3058,35645,65261,54.62%,35.63%
0,第8案,高雄市,944727,307838,1252565,100943,1353508,2353342,57.51%,40.14%
0,第8案,高雄市鹽埕區,8031,3161,11192,705,11897,21617,55.04%,37.15%
0,第8案,高雄市鼓山區,47801,14884,62685,4110,66795,114979,58.09%,41.57%
0,第8案,高雄市左營區,70034,20435,90469,5819,96288,161367,59.67%,43.4%
0,第8案,高雄市楠梓區,63689,19693,83382,7497,90879,153132,59.35%,41.59%
0,第8案,高雄市三民區,116063,39799,155862,11491,167353,289519,57.8%,40.09%
0,第8案,高雄市新興區,17858,6745,24603,1859,26462,44355,59.66%,40.26%
0,第8案,高雄市前金區,9714,3464,13178,953,14131,23928,59.06%,40.6%
0,第8案,高雄市苓雅區,60364,21461,81825,5570,87395,146786,59.54%,41.12%
0,第8案,高雄市前鎮區,63622,21376,84998,7668,92666,161797,57.27%,39.32%
0,第8案,高雄市旗津區,7980,2930,10910,1363,12273,24860,49.37%,32.1%
0,第8案,高雄市小港區,53331,17489,70820,5365,76185,132733,57.4%,40.18%
0,第8案,高雄市鳳山區,125228,38044,163272,12418,175690,300510,58.46%,41.67%
0,第8案,高雄市林園區,21562,7309,28871,2647,31518,59129,53.3%,36.47%
0,第8案,高雄市大寮區,38152,12176,50328,4102,54430,97309,55.94%,39.21%
0,第8案,高雄市大樹區,13775,4495,18270,1662,19932,36772,54.2%,37.46%
0,第8案,高雄市大社區,11407,4150,15557,1432,16989,30046,56.54%,37.97%
0,第8案,高雄市仁武區,30136,9368,39504,2644,42148,73611,57.26%,40.94%
0,第8案,高雄市鳥松區,16185,5680,21865,1588,23453,39191,59.84%,41.3%
0,第8案,高雄市岡山區,35021,10410,45431,3363,48794,81244,60.06%,43.11%
0,第8案,高雄市橋頭區,13387,4597,17984,1877,19861,32565,60.99%,41.11%
0,第8案,高雄市燕巢區,9937,3265,13202,1399,14601,26012,56.13%,38.2%
0,第8案,高雄市田寮區,1969,745,2714,366,3080,6671,46.17%,29.52%
0,第8案,高雄市阿蓮區,8896,3061,11957,944,12901,24534,52.58%,36.26%
0,第8案,高雄市路竹區,17563,5709,23272,2274,25546,43850,58.26%,40.05%
0,第8案,高雄市湖內區,9563,3311,12874,1074,13948,25729,54.21%,37.17%
0,第8案,高雄市茄萣區,8933,3368,12301,1321,13622,26212,51.97%,34.08%
0,第8案,高雄市永安區,4954,1826,6780,691,7471,12001,62.25%,41.28%
0,第8案,高雄市彌陀區,6672,2280,8952,1100,10052,16487,60.97%,40.47%
0,第8案,高雄市梓官區,11955,4135,16090,1564,17654,31025,56.9%,38.53%
0,第8案,高雄市旗山區,11993,3911,15904,1580,17484,31996,54.64%,37.48%
0,第8案,高雄市美濃區,13355,3817,17172,1861,19033,35311,53.9%,37.82%
0,第8案,高雄市六龜區,3583,1077,4660,737,5397,11501,46.93%,31.15%
0,第8案,高雄市甲仙區,1786,515,2301,296,2597,5417,47.94%,32.97%
0,第8案,高雄市杉林區,3178,1039,4217,508,4725,10607,44.55%,29.96%
0,第8案,高雄市內門區,4045,1307,5352,732,6084,13002,46.79%,31.11%
0,第8案,高雄市茂林區,784,183,967,91,1058,1615,65.51%,48.54%
0,第8案,高雄市桃源區,1284,348,1632,112,1744,3498,49.86%,36.71%
0,第8案,高雄市那瑪夏區,937,275,1212,160,1372,2424,56.6%,38.66%
0,第8案,新竹縣,183636,50494,234130,15306,249436,445051,56.05%,41.26%
0,第8案,新竹縣竹北市,58887,16366,75253,4168,79421,137129,57.92%,42.94%
0,第8案,新竹縣竹東鎮,31275,8381,39656,2551,42207,78794,53.57%,39.69%
0,第8案,新竹縣新埔鎮,11786,3223,15009,1170,16179,28894,55.99%,40.79%
0,第8案,新竹縣關西鎮,10240,2754,12994,966,13960,24712,56.49%,41.44%
0,第8案,新竹縣湖口鄉,26304,7039,33343,2124,35467,63511,55.84%,41.42%
0,第8案,新竹縣新豐鄉,18567,5228,23795,1691,25486,45790,55.66%,40.55%
0,第8案,新竹縣芎林鄉,7308,2084,9392,721,10113,17293,58.48%,42.26%
0,第8案,新竹縣橫山鄉,4816,1321,6137,536,6673,11346,58.81%,42.45%
0,第8案,新竹縣北埔鄉,3310,931,4241,297,4538,8180,55.48%,40.46%
0,第8案,新竹縣寶山鄉,5520,1553,7073,491,7564,12973,58.31%,42.55%
0,第8案,新竹縣峨眉鄉,2134,612,2746,302,3048,5068,60.14%,42.11%
0,第8案,新竹縣尖石鄉,2272,655,2927,202,3129,7364,42.49%,30.85%
0,第8案,新竹縣五峰鄉,1217,347,1564,87,1651,3997,41.31%,30.45%
0,第8案,苗栗縣,188547,53465,242012,19013,261025,461580,56.55%,40.85%
0,第8案,苗栗縣苗栗市,32286,8001,40287,2503,42790,74249,57.63%,43.48%
0,第8案,苗栗縣苑裡鎮,14932,5203,20135,1912,22047,38890,56.69%,38.4%
0,第8案,苗栗縣通霄鎮,10444,3914,14358,1525,15883,29709,53.46%,35.15%
0,第8案,苗栗縣竹南鎮,28011,7800,35811,2497,38308,68528,55.9%,40.88%
0,第8案,苗栗縣頭份市,34955,9243,44198,2893,47091,83617,56.32%,41.8%
0,第8案,苗栗縣後龍鎮,11546,3888,15434,1628,17062,30948,55.13%,37.31%
0,第8案,苗栗縣卓蘭鎮,6104,1799,7903,650,8553,14772,57.9%,41.32%
0,第8案,苗栗縣大湖鄉,4829,1347,6176,566,6742,12653,53.28%,38.16%
0,第8案,苗栗縣公館鄉,11979,3364,15343,1361,16704,28318,58.99%,42.3%
0,第8案,苗栗縣銅鑼鄉,6444,1608,8052,584,8636,15424,55.99%,41.78%
0,第8案,苗栗縣南庄鄉,3033,885,3918,386,4304,8784,49%,34.53%
0,第8案,苗栗縣頭屋鄉,4533,1161,5694,392,6086,9390,64.81%,48.27%
0,第8案,苗栗縣三義鄉,6123,1538,7661,471,8132,13889,58.55%,44.09%
0,第8案,苗栗縣西湖鄉,2586,661,3247,278,3525,6382,55.23%,40.52%
0,第8案,苗栗縣造橋鄉,4538,1279,5817,587,6404,11027,58.08%,41.15%
0,第8案,苗栗縣三灣鄉,2335,716,3051,322,3373,5852,57.64%,39.9%
0,第8案,苗栗縣獅潭鄉,1444,370,1814,204,2018,3968,50.86%,36.39%
0,第8案,苗栗縣泰安鄉,2425,688,3113,254,3367,5180,65%,46.81%
0,第8案,彰化縣,427390,128963,556353,52105,608458,1066994,57.03%,40.06%
0,第8案,彰化縣彰化市,81200,25213,106413,8530,114943,190995,60.18%,42.51%
0,第8案,彰化縣鹿港鎮,28359,8531,36890,3742,40632,70505,57.63%,40.22%
0,第8案,彰化縣和美鎮,30448,9110,39558,3001,42559,75286,56.53%,40.44%
0,第8案,彰化縣線西鄉,5907,1723,7630,746,8376,14065,59.55%,42%
0,第8案,彰化縣伸港鄉,12385,3334,15719,1434,17153,30407,56.41%,40.73%
0,第8案,彰化縣福興鄉,14835,4407,19242,2147,21389,39745,53.82%,37.33%
0,第8案,彰化縣秀水鄉,13411,4221,17632,1516,19148,32394,59.11%,41.4%
